priority_rank,ticker,company,exchange,market_cap_usd,sector,cik,priority_method,filer_category,last_annual,existing_catalog_match,existing_leader_count,existing_leader_ids,existing_leader_names,existing_x_handles,research_priority,discovery_mode,target_roles,executive_name,executive_role,role_status,role_source_url,x_handle,x_check_type,x_identity_status,x_identity_source_url,x_activity_status,x_last_activity_at,recommended_categories,sp500_member,nasdaq100_member,confidence,review_status,review_notes
69,NEE,NextEra Energy,NYSE,167800000000,公用事业,0000753308,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
70,BLK,BlackRock,NYSE,166100000000,金融,0002012383,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
71,UNP,Union Pacific Corporation,NYSE,165900000000,工业,0000100885,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
72,WELL,Welltower,NYSE,161600000000,房地产,0000766704,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
73,COP,ConocoPhillips,NYSE,160600000000,能源,0001163165,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
74,PFE,Pfizer,NYSE,157600000000,医疗健康,0000078003,market_cap,,,yes,1,albert-bourla,Albert Bourla,AlbertBourla,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
75,BA,Boeing,NYSE,156200000000,工业,0000012927,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
76,IBKR,Interactive Brokers Group,NASDAQ,156000000000,金融,0001381197,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
77,WDC,Western Digital,NASDAQ,152100000000,科技,0000106040,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
78,BX,Blackstone Inc.,NYSE,150100000000,金融,0001393818,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
79,DHR,Danaher Corporation,NYSE,149900000000,医疗健康,0000313616,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
80,UBER,Uber,NYSE,143500000000,科技,0001543151,market_cap,,,yes,3,dara|travis-kalanick-uber|garrett-camp-uber,Dara Khosrowshahi|Travis Kalanick|Garrett Camp,dkhos|travisk|gc,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
81,TJX,TJX Companies,NYSE,140600000000,可选消费,0000109198,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
82,NOW,ServiceNow,NYSE,139700000000,科技,0001373715,market_cap,,,yes,2,bill-mcdermott|amit-zavery-now,Bill McDermott|Amit Zavery,BillRMcDermott|azavery,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
83,ISRG,Intuitive Surgical,NASDAQ,139300000000,医疗健康,0001035267,market_cap,,,yes,1,sasan-goodarzi-intu,Sasan Goodarzi,sasan_goodarzi,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
84,NEM,Newmont,NYSE,131700000000,原材料,0001164727,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
85,HON,Honeywell,NASDAQ,130800000000,工业,0000773840,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
86,BKNG,Booking Holdings,NASDAQ,130100000000,可选消费,0001075531,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
87,GLW,Corning Inc.,NYSE,129200000000,科技,0000024741,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
88,VRTX,Vertex Pharmaceuticals,NASDAQ,129000000000,医疗健康,0000875320,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
89,BMY,Bristol Myers Squibb,NYSE,128800000000,医疗健康,0000014272,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
90,PLD,Prologis,NYSE,125700000000,房地产,0001045609,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
91,COF,Capital One,NYSE,124700000000,金融,0000927628,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
92,PGR,Progressive Corporation,NYSE,124700000000,金融,0000080661,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
93,FTNT,Fortinet,NASDAQ,124400000000,科技,0001262039,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
94,MPC,Marathon Petroleum,NYSE,124000000000,能源,0001510295,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
95,LMT,Lockheed Martin,NYSE,123000000000,工业,0000936468,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
96,VLO,Valero Energy,NYSE,122700000000,能源,0001035002,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
97,SPGI,S&P Global,NYSE,120000000000,金融,0000064040,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
98,PH,Parker Hannifin,NYSE,119000000000,工业,0000076334,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
99,MO,Altria,NYSE,116100000000,必需消费,0000764180,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
100,CVS,CVS Health,NYSE,113400000000,医疗健康,0000064803,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
101,PSX,Phillips 66,NYSE,109500000000,能源,0001534701,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
102,SBUX,Starbucks,NASDAQ,109200000000,可选消费,0000829224,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
103,ADP,Automatic Data Processing,NASDAQ,108400000000,工业,0000008670,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
104,HOOD,"Robinhood Markets, Inc.",NASDAQ,107900000000,金融,0001783879,market_cap,,,yes,1,tenev,Vlad Tenev,vladtenev,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
105,LOW,Lowe's,NYSE,107900000000,可选消费,0000060667,market_cap,,,yes,1,marvin-ellison,Marvin Ellison,MarvinREllison,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
106,BNY,Bank of New York Mellon Corp,NYSE,105600000000,金融,0001390777,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
107,SYK,Stryker Corporation,NYSE,105500000000,医疗健康,0000310764,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
108,APP,AppLovin Corporation,NASDAQ,103500000000,科技,0001751008,market_cap,,,yes,1,adam-foroughi-app,Adam Foroughi,aforoughi,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
109,FCX,Freeport-McMoRan,NYSE,102800000000,原材料,0000831259,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
110,MCK,McKesson Corporation,NYSE,102400000000,医疗健康,0000927653,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
111,EQIX,Equinix,NASDAQ,100700000000,房地产,0001101239,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
112,CME,CME Group,NASDAQ,100000000000,金融,0001156375,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
113,ADBE,Adobe Inc.,NASDAQ,98900000000,科技,0000796343,market_cap,,,yes,1,scott-belsky-adbe,Scott Belsky,scottbelsky,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
114,ABNB,Airbnb,NASDAQ,98700000000,可选消费,0001559720,market_cap,,,yes,3,chesky|joe-gebbia-abnb|nathan-blecharczyk-abnb,Brian Chesky|Joe Gebbia|Nathan Blecharczyk,bchesky|jgebbia|nathanblec,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
115,SO,Southern Company,NYSE,96400000000,公用事业,0000092122,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
116,VRT,Vertiv Holdings Co,NYSE,95800000000,工业,0001674101,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
117,PWR,Quanta Services,NYSE,95500000000,工业,0001050915,market_cap,,,yes,1,panos-panay-amzn,Panos Panay,panos_panay,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
118,GD,General Dynamics,NYSE,95500000000,工业,0000040533,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
119,APH,Amphenol,NYSE,95400000000,科技,0000820313,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
120,HCA,HCA Healthcare,NYSE,94900000000,医疗健康,0000860730,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
121,PNC,PNC Financial Services,NYSE,93600000000,金融,0000713676,market_cap,,,yes,1,panos-panay-amzn,Panos Panay,panos_panay,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
122,USB,U.S. Bancorp,NYSE,93200000000,金融,0000036104,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
